id	name	address	zip	city_hotel	cc1	ufi	class	currencycode	minrate	maxrate	preferred	nr_rooms	longitude	latitude	public_ranking	hotel_url	photo_url	desc_en	city_unique	city_preferred	continent_id	review_score	review_nr	
1856788	Hotel Summersands	"Al Maabilah, 122 Seeb, Muscat"		Oman	om	-786290	3	OMR	20			37	58.12531739	23.67708266	1	http://www.booking.com/hotel/om/summersands-seeb.html	http://aff.bstatic.com/images/hotel/max500/730/73045938.jpg	"Featuring free WiFi, a restaurant and a children's playground, Hotel Summersands offers pet-friendly accommodation in Seeb, 15 km from The Wave Muscat. Guests can enjoy the on-site restaurant. Free private parking is available on site."	seeb	Seeb	7	1	1	
572238	Fiori Hotel	"Ankawa, Erbil"	44001	Erbil	iq	-3106433	4	USD	100			45	43.99052382	36.23735926	1	http://www.booking.com/hotel/iq/fiori.html	http://aff.bstatic.com/images/hotel/max500/296/29684374.jpg	"Located in Ankawa business district, Fiori Hotel offers elegantly decorated rooms. It features free Wi-Fi in all areas, MoonRoof roof-top restaurant and Ourjouwan restaurant that serves breakfast buffet. Family Mall is a 10-minute drive away."	arbil	Erbil	7	1	1	
352141	Raintree Hotel	Garhoud Road Opposite City Center Mall	 	Dubai	ae	-782831	4	AED	298	1333		120	55.33570737	25.25240325	1	http://www.booking.com/hotel/ae/suha-city.html	http://aff.bstatic.com/images/hotel/max500/623/6235504.jpg	"Just 3 km from Dubai International Airport, Raintree Hotel offers modern, air-conditioned accommodation with free Wi-Fi. It has a 24-hour front desk and a restaurant on site."	dubai	Dubai	7	1	1	
279869	Shaza Al Madina	"Opp Masjid Al Nabawy, PO Box 25517, Central District"	21452	Madinah	sa	-3092186	5	SAR	600	3375	1	469	39.61143136	24.47205523	1	http://www.booking.com/hotel/sa/shaza-al-madina.html	http://aff.bstatic.com/images/hotel/max500/581/58138094.jpg	"On the doorsteps of the Prophet's Mosque in Medina, this richly decorated design hotel radiates spirituality and sophistication. Shaza’s 2 dining options include an open show kitchen, which serves fusion cuisine."	medina	Al Madinah	7	1	1	
2038302	Villa Ksu	"4 Rosmarin Street, apt. 11"	88000	Eilat	il	-779626	0	USD	250			1	34.930147	29.5386092	1	http://www.booking.com/hotel/il/villa-ksu.html	http://aff.bstatic.com/images/hotel/max500/826/82640158.jpg	"Located 4 km from Underwater Observatory Marine Park, Villa Ksu offers pet-friendly accommodation in Eilat. Guests benefit from free WiFi and private parking available on site.  A TV is available. Other facilities at Villa Ksu include an outdoor..."	elat	Eilat	7	1	1	
1781801	Dar Al Wedad Hotel	Sultan Bin Salman Street	21512	Jeddah	sa	-3096108	0	SAR	230			31	39.16439831	21.61950177	1	http://www.booking.com/hotel/sa/dr-lwdd.html	http://aff.bstatic.com/images/hotel/max500/811/81126726.jpg	"Featuring free WiFi and air conditioning, Dar Al Wedad Hotel is situated in Jeddah. Mall of Arabia is 1.7 km from the property. Free private parking is available on site.  All units feature a seating area. A microwave and kettle are also featured."	jiddah	Jeddah	7	1	1	
417924	Hotel Xperience	"Maameltein Road, Kesserwen"	1200	Kesserwen	lb	-805225	4	USD	93.5	350		33	35.64758509	34.00629459	1	http://www.booking.com/hotel/lb/experince.html	http://aff.bstatic.com/images/hotel/max500/473/47313945.jpg	"Just a 5-minute drive from Casino Du Liban, Hotel Xperience is a design hotel that offers an outdoor hot tub surrounded by trees and lights. It features air-conditioned accommodation with panoramic views of the Mediterranean Sea."	jounie	Jounieh	7	1	1	
2006061	Bat Yam Apartment Sea View 3	Derech Ben Gurion 135	75351	Bat Yam	il	-779349	0	USD	117			1	34.738834	32.0184325	1	http://www.booking.com/hotel/il/bat-yam-apartment-sea-view-3.html	http://aff.bstatic.com/images/hotel/max500/855/85523562.jpg	"Bat Yam Apartment Sea View 3 offers accommodation in Bat Yam, 7 km from Tel Aviv. The air-conditioned unit is 36 km from Netanya. Free WiFi is available throughout the property.  A microwave and a fridge can be found in the kitchen."	bat-yam	Bat Yam	7	1	1	
1760673	Beet Al Malqa Furnished Apartments	Wadi Hagr Street	11322	Sha‘īb al Malqāh	sa	900040280	0	SAR	170			52	46.61646008	24.81687875	1	http://www.booking.com/hotel/sa/beet-al-malqa-furnished-apartments.html	http://aff.bstatic.com/images/hotel/max500/797/79708996.jpg	"Beet Al Malqa Furnished Apartments are located in northern parts of Riyadh, and offers free WiFi throughout the property. The property is 12 minutes by car from the Prince Sultan Humanitarian City."	riyadh-sa	Riyadh	7	1	1	
1084593	Salmiya Casa Hotel	"Block 3, Amr Bin Alaas St, Salmiya, 20608 Safat, Salmiya, Kuwait, Al 'Āşimah, Kuwait, 13067"		Kuwait	kw	-789552	0	KWD	40			24	48.086743	29.337852	1	http://www.booking.com/hotel/kw/salmiya-casa.html	http://aff.bstatic.com/images/hotel/max500/320/32081901.jpg	"Located in Kuwait, Salmiya Casa Hotel offers self-catering accommodations and Free WiFi access in all areas. The property is 2.1 km from Marina Crescent and 10 km from Kuwait Towers."	kuwait	Kuwait	7	1	1	
1178969	Prime Hotel	"Near Naser Masjid, Deira, Dubai"		Dubai	ae	-782831	1	AED	198.55			31	55.30867338	25.27193237	1	http://www.booking.com/hotel/ae/prime-dubai.html	http://aff.bstatic.com/images/hotel/max500/605/60587212.jpg	"Just a 20-minute drive from Dubai Airport, Prime Hotel is located in Dubai. Free WiFi access is available.  Each room here will provide you with a flat-screen TV and air conditioning."	dubai	Dubai	7	1	1	
1303970	Radisson Blu Resort Jizan	"Corniche Road , Al Shatea District"	69162	Jizan	sa	-3096152	5	SAR	520			150	42.54882059	16.92919328	1	http://www.booking.com/hotel/sa/radisson-blu-resort-jizan.html	http://aff.bstatic.com/images/hotel/max500/433/43367766.jpg	"Offering an outdoor pool and a restaurant, Radisson Blu Resort Jizan is located in Jāzān. Free WiFi access is available. Rooms here will provide you with air conditioning, a minibar and a seating area."	jazan	Jazan	7	1	1	
299892	M Hotel Downtown by Millennium	"Al Asayel Street, Business Bay, Dubai, United Arab Emirates"	115138	Dubai	ae	-782831	4	AED	380	1800		242	55.28960556	25.19418979	1	http://www.booking.com/hotel/ae/risenture-hotel-downtown.html	http://aff.bstatic.com/images/hotel/max500/873/87359539.jpg	"This 4-star hotel in Dubai is a 5-minute drive from Dubai Mall and the world’s tallest building, the Burj Khalifa Tower. It has an outdoor pool, sauna and fitness centre."	dubai	Dubai	7	1	1	
191500	Al Jazeerah Hotel	Cornish Road		Sharjah	ae	-782371	2	AED	144	259		70	55.38818076	25.36354296	1	http://www.booking.com/hotel/ae/al-jazeerah.html	http://aff.bstatic.com/images/hotel/max500/305/3052644.jpg	The Al Jazeerah Hotel is located in the heart of Sharjah overlooking the Corniche and the water.  The hotel is close to Bank St and the city’s famous shopping centres.  The hotel’s 70 guest rooms are neatly furnished and all have en suite bathrooms.	sharjah	Sharjah	7	1	1	
67236	Roda Al Bustan Hotel	"Casablanca Road, Near Airport"		Dubai	ae	-782831	5	AED	399.5	5850	1	279	55.34540087	25.24732333	1	http://www.booking.com/hotel/ae/al-bustan-rotana.html	http://aff.bstatic.com/images/hotel/max500/147/14702818.jpg	"Within 1 km from Dubai International Airport, Roda Al Bustan Hotel features modern, luxurious accommodation and 7 restaurants serving different cuisines."	dubai	Dubai	7	1	1	
299897	Coral Olaya Hotel (Formerly Best Western)	Olaya Street	11564	Riyadh	sa	900040280	4	SAR	275	700		51	46.69383109	24.67388419	1	http://www.booking.com/hotel/sa/coral-olaya.html	http://aff.bstatic.com/images/hotel/max500/566/5666787.jpg	"Located in the business district of Riyadh, Coral Olaya offers modern rooms and free Wi-Fi. It is only 900 metres away from Al Faisaliah Tower and has free private parking."	riyadh-sa	Riyadh	7	1	1	
2140611	Better Stay - Capitol Tower A1	Hessa St		Dubai	ae	-782831	0	AED				1	55.1780687	25.10065647	1	http://www.booking.com/hotel/ae/better-stay-capitol-tower-a1.html	http://aff.bstatic.com/images/hotel/max500/874/87493812.jpg	"This brand new furnished one bedroom apartment lies in in Capitol Tower, Barsha Heights. Guests can enjoy free free WiFi."	dubai	Dubai	7	1	1	
1344639	Holyland Apartments	Gid'on Hausner St 8	9643173	Jerusalem	il	900000000	0	USD	75			5	35.19034159	31.75858258	1	http://www.booking.com/hotel/il/holyland-apartments-jerusalem.html	http://aff.bstatic.com/images/hotel/max500/451/45131041.jpg	"Holyland apartments is a self-catering accommodation, a 10-minute drive from the centre of Jerusalem. Free WiFi access is available.  The apartment provides air conditioning, a balcony and a patio."	jerusalem	Jerusalem	7	1	1	
1014553	Svetlana Arad Apartment	Snunit 13	89021	Arad	il	-779238	0	USD				1	35.2129464	31.271833	1	http://www.booking.com/hotel/il/arad-apartment-arad.html	http://aff.bstatic.com/images/hotel/max500/285/28599942.jpg	Svetlana Arad Apartment is a self-catering accommodation located in Arad. Free Wi-Fi access is available.  The apartment will provide you with satellite TV. There is a kitchen with a refrigerator and kitchenware.	arad	Arad	7	1	1	
402061	WH Hotel	"Lyon Street, Hamra, P.O BOX 1136508"	1103	Beirut 	lb	-801546	4	USD	55	400	1	62	35.48134983	33.8934378	1	http://www.booking.com/hotel/lb/wh.html	http://aff.bstatic.com/images/hotel/max500/119/11902183.jpg	"Located in the famous Al Hamra shopping street, WH Hotel is within a walking distance to Raouche and Verdun. Beirut Downtown, Gemmayze, and Ashrafiyeh are all within 20 minutes' driving distance from the hotel."	beirut	Beirut	7	1	1	
381959	Ayass Hotel	Al Madena Al Munawara Street	11110	Amman	jo	-970362	4	JOD	45	185	1	98	35.86455435	31.98247809	1	http://www.booking.com/hotel/jo/ayass-hotel.html	http://aff.bstatic.com/images/hotel/max500/894/89456240.jpg	"Ayass Hotel is located just 3.5 kilometres from Mecca Mall, City Mall, and it Includes a fitness center operated by “Fitness One Gym” with two separate periods for ladies and for gentlemen and an expansive chic lobby."	amman	Amman	7	1	1	
1819914	Kataniya Furnished Apartments - Families only	Ajoharah Area Muammar Al Tamimi Street	31413	Al Khobar	sa	-3092086	0	SAR	180			21	50.18501211	26.29065468	1	http://www.booking.com/hotel/sa/kataniya-furnished-appartments.html	http://aff.bstatic.com/images/hotel/max500/710/71031908.jpg	"Featuring free WiFi, Kataniya Furnished Apartments - Families only offers accommodation in Al Khobar. Al Rashid Mall is 400 metres from the property. Free private parking is available on site."	al-khubar	Al Khobar	7	1	1	
382359	Dead Sea Tamar's Cabin	Moshav Neot Hakikar	86905	D.N. Yam-Hamelach 	il	-780844	0	USD	165	185		2	35.37766635	30.93178464	1	http://www.booking.com/hotel/il/xxxssxaxxa-xx-x-xxaxx.html	http://aff.bstatic.com/images/hotel/max500/128/12869873.jpg	"Set in the moshav of Neot HaKikar, Dead Sea Tamar's Cabin is 20 minutes' drive from the Dead Sea. It offers self-catering cabins and a garden with swimming pool and hot tub."	neot-hakikar	Neʼot HaKikar	7	1	1	
311291	Al Safwah Royale Orchid Hotel	"Ajyad Street, Opposite King Gate Abdul Aziz no. 1"	21955	Makkah	sa	-3096949	5	SAR	550	845		471	39.82658878	21.41967325	1	http://www.booking.com/hotel/sa/al-jewar-royal-orchid.html	http://aff.bstatic.com/images/hotel/max500/202/20263744.jpg	"Facing Mecca’s King Abdulaziz Gate, Al Safwah offers modern accommodation in a high rise, located at Al Haram Al Makky Yard. It features free Wi-Fi access."	mecca	Makkah	7	1	1	
586968	Nofesh Ne'eman	Mitzpe Kinneret 29	20115	Amirim	il	-779193	0	USD	96			4	35.44953346	32.9382513	1	http://www.booking.com/hotel/il/nofesh-ne-eman.html	http://aff.bstatic.com/images/hotel/max500/190/19042506.jpg	"In Amirim 20 km from the Sea of Galilee, Nofesh Ne’eman is set in a moshov and offers air-conditioned accommodation with free Wi-Fi and a hot tub. An LCD satellite TV and a DVD are also included. Free private parking is provided."	amirim	Amirim	7	1	1	
1514499	Al Bustan Hotel	Al Khan Road		Sharjah	ae	-782371	4	AED	183			99	55.36547184	25.33118754	1	http://www.booking.com/hotel/ae/al-bustan-sharjjah.html	http://aff.bstatic.com/images/hotel/max500/543/54336709.jpg	"Featuring free WiFi and a year-round outdoor pool, Al Bustan Hotel offers accommodation in Sharjah, 600 metres from Sharjah Aquarium. The hotel has a terrace and sun terrace, and guests can enjoy a meal at the restaurant."	sharjah	Sharjah	7	1	1	
312801	Al Faisal Hotel Suites	Rusaq	411	Sur	om	-789047	0	OMR	15	45		25	59.49311525	22.59525149	1	http://www.booking.com/hotel/om/alfaisal-suites.html	http://aff.bstatic.com/images/hotel/max500/429/42905797.jpg	"Located in the seaside town of Sur, the Al Faisal Hotel offers fully furnished rooms and suites with free WiFi. It features a 2 km beach promenade, room service and a business centre. Maritime Museum is 10 minutes' drive away."	sur	Sur	7	1	1	
1675400	Beuotat Jazan Hotel	"King Fahd Rd, Abu Arish"	84521	Jazan	sa	-3094882	0	SAR	150			78	42.81682134	16.99022713	1	http://www.booking.com/hotel/sa/butat-jazan.html	http://aff.bstatic.com/images/hotel/max500/623/62300936.jpg	Beuotat Jazan Hotel offers accommodation in Ghamrah. Free private parking is available on site.  Every room at this hotel is air conditioned and is fitted with a TV with satellite channels. Every room comes with a private bathroom.	ghamrah	Ghamrah	7	1	1	
1514909	Sul & Mar	Brosh St	4491	Caesarea	il	-781329	0	USD	578			4	34.9000504	32.51091411	1	http://www.booking.com/hotel/il/sul-and-mar.html	http://aff.bstatic.com/images/hotel/max500/789/78933346.jpg	"Featuring free WiFi and air conditioning, Sul & Mar is set in Caesarea, 50 km from Tel Aviv. Haifa is 36 km away. Free private parking is available on site.  The accommodation is equipped with a dining area and seating area with a flat-screen TV."	caesarea	Caesarea	7	1	1	
1044178	AL-Wahi Suit Apartments	234 AL-Madeenah almouanurah Street 5 th floor	11191	Amman	jo	-970362	0	JOD	40			11	35.87057385	31.99378453	1	http://www.booking.com/hotel/jo/al-wahi.html	http://aff.bstatic.com/images/hotel/max500/300/30047373.jpg	"Located in Amman, Al-Wahi Apartments offers a self-catering accommodations. Free WiFi access is available in all areas. The property is a 5-minute walk from Amman Mall."	amman	Amman	7	1	1	
1797900	Hometown - 23 Marina	"23 Marina, Dubai Marina"		Dubai	ae	-782831	0	AED	1349.49			1	55.15080996	25.08987697	1	http://www.booking.com/hotel/ae/hometown-23-marina.html	http://aff.bstatic.com/images/hotel/max500/699/69966817.jpg	"Set in Dubai, this air-conditioned apartment features free WiFi. The apartment is 6 km from Mall of the Emirates. Free private parking is available on site.  There is a seating area, a dining area and a kitchen."	dubai	Dubai	7	1	1	
1943603	Langkawi Chalet Buraydah	"Eastern Ring Rd Ad Dahi,8208 5460, Buraidah 52345"	51431	Buraydah	sa	-3094124	0	SAR	599			3	44.05653834	26.3217272	1	http://www.booking.com/hotel/sa/langkawi-chalet-buraydah.html	http://aff.bstatic.com/images/hotel/max500/778/77898113.jpg	"Offering an outdoor pool and year-round outdoor pool, Langkawi Chalet Buraydah is set in Buraydah in the Al Qassim Province Region. King Abdullah Garden Park is 8 km from the property. Free WiFi is offered throughout the property."	buraydah	Buraydah	7	1	1	
1991845	Next to the Beach Duplex	rachel imenou 10 / 20	7772328	Ashdod	il	-779266	0	USD	180			1	34.62552667	31.77847372	1	http://www.booking.com/hotel/il/dvplqs-mdhym-mvl-hym.html	http://aff.bstatic.com/images/hotel/max500/803/80356397.jpg	"Situated in Ashdod, Next to the Beach Duplex is an apartment boasting a sun terrace. Next to the Beach Duplex boasts views of the sea and is 36 km from Tel Aviv. Free WiFi is offered throughout the property."	ashdod	Ashdod	7	1	1	
1916128	Marbella Resort	"Al Amaaria, Opposed To Civil Defense Center"	58518	Al 'Ammariyah	sa	-3091332	0	SAR	1750			1	46.43408737	24.81651745	1	http://www.booking.com/hotel/sa/marbella-resort.html	http://aff.bstatic.com/images/hotel/max500/823/82343626.jpg	"Featuring air conditioning, Marbella Resort is located in Al ‘Ammārīyah, 28 km from Riyadh. Free WiFi is available throughout the property.  The accommodation features a flat-screen TV with satellite channels."	al-ammariyah	Al ‘Ammārīyah	7	1	1	
1981426	Orient Motel	المركز التجاري المركز التجاري-سوق الذهب - بجانب البنك الاهلي		Nablus	ps	900051716	0	USD	40			10	35.26012659	32.22332796	1	http://www.booking.com/hotel/ps/orient-motel.html	http://aff.bstatic.com/images/hotel/max500/882/88239260.jpg	"Orient Motel is located in Nablus, 49 km from Tel Aviv.  The rooms are fitted with a flat-screen TV with satellite channels. Some units feature a seating area for your convenience. Rooms have a private bathroom equipped with a bath or shower."	nablus	Nablus	7	1	1	
1235208	Simply Apartments - Hayarkon Street	171 Hayarkon St.	6345326	Tel Aviv	il	-781545	0	USD	183.73			1	34.7703286	32.0860567	1	http://www.booking.com/hotel/il/simply-apartments-gordon-beach.html	http://aff.bstatic.com/images/hotel/max500/581/58154194.jpg	"Located only steps away from a sandy beach strip in Tel Aviv, Simply Apartments - Hayarkon Street provides air-conditioned accommodation with free WiFi access. Bike and car rental is available on site."	tel-aviv	Tel Aviv	7	1	1	
1581586	Bat Yam Sea Apartment	Yerushalayim St 2	5937201	Bat Yam	il	-779349	0	USD				2	34.74081854	32.02440962	1	http://www.booking.com/hotel/il/yerushalayim-2-apartments-bat-yam2.html	http://aff.bstatic.com/images/hotel/max500/886/88634643.jpg	"Featuring air conditioning, Yerushalayim 2 Apartments offers pet-friendly accommodation in Bat Yam. Tel Aviv is 7 km away. Free WiFi is available throughout the property and free private parking is available on site."	bat-yam	Bat Yam	7	1	1	
1629049	The Platina Mansion	Meshek 11	25190	Peqi'in Hadasha	il	-781009	0	USD				1	35.32358766	32.98179894	1	http://www.booking.com/hotel/il/the-platina-mansion-peqi-39-in-hadasha1.html	http://aff.bstatic.com/images/hotel/max500/601/60113596.jpg	"Offering an outdoor pool and sun terrace, The Platina Mansion is situated in Peqi‘in H̱adasha in the North District Israel Region, 35 km from Haifa. Tiberias is 30 km away. Free private parking is available on site."	peqiin-hadasha	Peqi‘in H̱adasha	7	1	1	
1441269	Vacation Bay - The Residence Tower 5	"Residences_E2 , Downtown"		Dubai	ae	-782831	0	AED	1265			1	55.2733058	25.1925976	1	http://www.booking.com/hotel/ae/vacation-holiday-homes-burj-residence.html	http://aff.bstatic.com/images/hotel/max500/510/51085400.jpg	"Set 400 metres from The Dubai Fountain and 500 metres from Burj Khalifa, Vacation Bay - The Residence Tower 5 offers accommodation in Dubai. The air-conditioned unit is 800 metres from Dubai Mall. Free private parking is available on site."	dubai	Dubai	7	1	1	
1120590	Spa in The Woods - B&B in Amirim	Amirim	2011500	Amirim	il	-779193	0	USD				1	35.45474768	32.93895982	1	http://www.booking.com/hotel/il/forest-spa-in-amirim.html	http://aff.bstatic.com/images/hotel/max500/450/45072255.jpg	Spa in The Woods - B&B in Amirim is located in Amirim. The accommodation boasts an outdoor pool and has a spa wellness centre. Free WiFi is available.	amirim	Amirim	7	1	1	
1600311	Nuzl Twaren Residential Units	"Mohammed Bin Abdulaziz  aldoghathr Street  , Alsahafa Disrict  , Building Number  2939 /  P.O 6995"	13321	Sha'ib al Malqah	sa	900040280	0	SAR	270			31	46.6317646	24.80304364	1	http://www.booking.com/hotel/sa/tawazen-residential-units.html	http://aff.bstatic.com/images/hotel/max500/689/68950049.jpg	"Featuring air conditioning, Nuzl Twaren Residential Units offers accommodation in Riyadh. Riyadh Gallery Mall is 7 km from the property. Free WiFi is offered throughout the property and free private parking is available on site."	riyadh-sa	Riyadh	7	1	1	
391090	La Fontaine Lagoon	Dorrat Al Aroos Lafontaine Lagoon Resort 	99999*	Jeddah	sa	900053350	0	SAR	1050	2200		24	38.96644592	21.93209836	1	http://www.booking.com/hotel/sa/lafontaine-lagoon.html	http://aff.bstatic.com/images/hotel/max500/861/8614435.jpg	"Located near the Red Sea, Lafontaine Lagoon features a private beach area with a swimming pool and playground for children. Downtown Jeddah is 35 minutes from the resort by car."	durat-alarous	Durat  Alarous	7	1	1	
1863545	Al Sa'adah Hotel Apartments	"Yousuf Ben Tashfeen Street , Near Safeway Parkings"	962	Amman	jo	-970362	0	JOD	30			47	35.89479223	31.98056729	1	http://www.booking.com/hotel/jo/al-sa-39-adah-apartments.html	http://aff.bstatic.com/images/hotel/max500/767/76719778.jpg	"Featuring air conditioning, Al Sa'adah Hotel Apartments is set in Amman, 2.9 km from Zahran Palace. Al Khaldi Hospital is 3.5 km from the property. Free private parking is available on site.  The accommodation is equipped with a seating area."	amman	Amman	7	1	1	
73225	Hotel Ibis Kuwait Salmiya	Salem Al Mubarak Street		Salmiya	kw	-789552	3	KWD	34	34	1	187	48.07597473	29.34332595	1	http://www.booking.com/hotel/kw/ibis-salmiya.html	http://aff.bstatic.com/images/hotel/max500/475/47503351.jpg	The contemporary Hotel Ibis Kuwait Salmiya overlooks Kuwait Bay and is conveniently located on the same street as numerous shoping malls and cafes. It is also close to the Scientific Centre.	kuwait	Kuwait	7	1	1	
327511	Mansour Grand Hotel	Saudi arabia 	31991	Hafr Al Batin	sa	-3095143	3	SAR	250	650		65	45.97257167	28.42519379	1	http://www.booking.com/hotel/sa/mansour-grand.html	http://aff.bstatic.com/images/hotel/max500/518/51861863.jpg	"Situated on King Abdul Aziz Road, The Mounsour Grand Hotel features air-conditioned rooms and suites with a free minibar. Qaysoumah Airport is a 10-minute drive away."	hafar-al-batin	Hafr Al Baten	7	1	1	
